70 392
70 392
70 392
70 392
70 392
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
37 99
10 26
10 26
10 26
10 26
47 99
47 99
47 99
47 99
47 99
47 99
47 99
57 358
57 358
57 358
57 358
20 68
20 68
20 68
20 68
20 68
20 68
109 133
109 133
109 133
109 133
109 133
109 133
109 133
109 133
86 336
86 336
86 336
86 336
86 336
156 356
156 356
156 356
156 356
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
155 410
144 310
144 310
144 310
144 310
144 310
144 310
11 459
11 459
11 459
11 459
11 459
11 459
11 459
7 94
7 94
7 94
7 94
7 94
7 94
7 94
7 94
7 94
7 94
17 26
17 26
17 26
17 26
17 26
39 179
39 179
39 179
39 179
39 179
1 107
1 107
1 107
1 107
1 107
1 107
1 107
1 107
1 107
1 107
186 499
186 499
186 499
186 499
186 499
11 25
11 25
11 25
11 25
11 25
11 25
11 25
11 25
11 25
11 25
11 25
24 140
24 140
24 140
24 140
24 140
74 143
74 143
74 143
74 143
9 23
9 23
9 23
9 23
9 23
9 23
9 23
19 426
19 426
19 426
19 426
19 426
62 197
62 197
62 197
62 197
62 197
62 197
62 197
62 197
62 197
62 197
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
1 190
107 400
107 400
107 400
107 400
107 400
107 400
107 400
91 101
91 101
91 101
91 101
91 101
91 101
91 101
91 101
91 101
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
3 7
15 196
15 196
15 196
15 196
15 196
108 204
108 204
108 204
108 204
108 204
95 161
95 161
95 161
95 161
90 292
90 292
90 292
90 292
90 292
90 292
39 146
39 146
39 146
39 146
39 146
39 146
178 303
178 303
178 303
178 303
178 303
24 238
24 238
24 238
24 238
24 238
24 238
24 238
24 238
1 94
1 94
1 94
1 94
1 94
1 94
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
1 60
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
24 92
15 136
15 136
15 136
15 136
15 136
15 136
15 136
15 136
43 51
43 51
43 51
43 51
43 51
43 51
43 51
43 51
43 51
43 51
43 51
145 438
145 438
145 438
145 438
244 247
244 247
244 247
244 247
244 247
244 247
244 247
244 247
244 247
244 247
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
29 82
81 358
81 358
81 358
81 358
81 358
81 358
81 358
81 358
81 358
81 358
81 358
81 358
294 355
294 355
294 355
294 355
294 355
32 96
32 96
32 96
32 96
32 96
193 435
193 435
193 435
193 435
14 469
14 469
14 469
14 469
14 469
14 469
47 402
47 402
47 402
47 402
47 402
47 402
47 402
47 402
47 402
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
10 41
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
11 14
15 16
15 16
15 16
15 16
22 123
22 123
22 123
22 123
6 285
6 285
6 285
6 285
6 285
138 244
138 244
138 244
138 244
138 244
138 244
138 244
138 244
378 443
378 443
378 443
378 443
378 443
378 443
378 443
72 109
72 109
72 109
72 109
72 109
72 109
72 109
72 109
72 109
72 109
72 109
30 89
30 89
30 89
30 89
30 89
30 89
30 89
30 89
30 89
30 89
30 89
14 25
14 25
14 25
14 25
14 25
6 173
6 173
6 173
6 173
6 173
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
36 298
1 151
1 151
1 151
1 151
1 151
1 151
1 151
1 151
1 151
21 113
21 113
21 113
21 113
1 48
1 48
1 48
1 48
1 48
1 48
14 490
14 490
14 490
14 490
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
27 41
106 123
106 123
106 123
106 123
106 123
47 92
47 92
47 92
47 92
47 92
47 92
47 92
47 92
47 92
47 92
252 294
252 294
252 294
252 294
252 294
252 294
252 294
252 294
66 149
66 149
66 149
66 149
13 88
13 88
13 88
13 88
13 88
13 88
51 112
51 112
51 112
51 112
55 210
55 210
55 210
55 210
159 184
159 184
159 184
159 184
159 184
159 184
159 184
159 184
159 184
159 184
65 67
65 67
65 67
65 67
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
2 201
173 478
173 478
173 478
173 478
173 478
173 478
64 217
64 217
64 217
64 217
64 217
64 217
64 217
64 217
64 217
23 60
23 60
23 60
23 60
23 60
23 60
23 60
32 48
32 48
32 48
32 48
32 48
133 281
133 281
133 281
133 281
133 281
33 50
33 50
33 50
33 50
33 50
33 50
4 412
4 412
4 412
4 412
4 412
4 412
4 412
4 412
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
29 127
424 443
424 443
424 443
424 443
424 443
1 420
1 420
1 420
1 420
1 420
76 210
76 210
76 210
76 210
76 210
76 210
76 210
45 172
45 172
45 172
45 172
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
23 290
75 476
75 476
75 476
75 476
75 476
75 476
75 476
75 476
75 476
160 393
160 393
160 393
160 393
160 393
160 393
160 393
56 138
56 138
56 138
56 138
56 138
69 199
69 199
69 199
69 199
238 334
238 334
238 334
238 334
30 142
30 142
30 142
30 142
30 142
30 142
30 142
30 142
30 142
191 385
191 385
191 385
191 385
12 93
12 93
12 93
12 93
12 93
12 93
12 93
12 93
12 93
12 93
12 93
12 93
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
141 208
13 213
13 213
13 213
13 213
13 213
178 283
178 283
178 283
178 283
178 283
178 283
178 283
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
15 56
137 204
137 204
137 204
137 204
137 204
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
4 9
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
2 17
11 34
11 34
11 34
11 34
2 135
2 135
2 135
2 135
2 135
2 135
2 135
2 135
2 135
7 131
7 131
7 131
7 131
7 131
52 317
52 317
52 317
52 317
1 51
1 51
1 51
1 51
34 121
34 121
34 121
34 121
34 121
49 388
